,ÁVal,MMPP,De fecha,A fecha,Stock inicial,Total ctd.entrada mcía.,Total cantidades salida,Stock de cierre,UMB,Valor inicial,  Total valores entrada,   Total valores salida,Valor final,Mon.,Material,días_mes,Consumo_diario,id_mmpp
16514,2,mmpp_116,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_116
16515,3,mmpp_116,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_116
16516,2,mmpp_117,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_117
16517,3,mmpp_117,2018-11-01,2018-11-30,0.0,134251.135,134251.135,0.0,KG,"          1.116.601,32",297063.55,"            163.580,95-","            983.118,72",EUR,,30,4475.037833333334,3_mmpp_117
16518,2,mmpp_118,2018-11-01,2018-11-30,55034.0,137127.307,138133.307,54028.0,KG,"          1.064.570,83",309470.46,"            204.280,89-","            959.381,26",EUR,,30,4604.443566666667,2_mmpp_118
16519,3,mmpp_118,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_118
16520,2250,mmpp_118,2018-11-01,2018-11-30,19978.0,47010.561,47840.561,19148.0,KG,"            758.155,77",143542.3,"             72.678,58-","            687.292,05",EUR,,30,1594.6853666666668,2250_mmpp_118
16521,3,mmpp_119,2018-11-01,2018-11-30,125.0,0.0,0.0,125.0,KG,0,18.03,"                 18,03-",0,EUR,,30,0.0,3_mmpp_119
16522,3,mmpp_120,2018-11-01,2018-11-30,71570.0,76480.0,62580.0,85470.0,KG,"            306.148,34",27064.18,"             11.156,85-","            290.241,01",EUR,,30,2086.0,3_mmpp_120
16523,3,mmpp_121,2018-11-01,2018-11-30,30974.75,25120.0,43594.75,12500.0,KG,"             39.609,24",13737.08,"             11.853,49-","             37.725,65",EUR,,30,1453.1583333333333,3_mmpp_121
16524,2,mmpp_122,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_122
16525,2,mmpp_123,2018-11-01,2018-11-30,22360.0,3250.128,7340.128,18270.0,KG,"            152.242,32",13488.07,"             29.015,75-","            167.770,00",EUR,,30,244.67093333333332,2_mmpp_123
16526,3,mmpp_123,2018-11-01,2018-11-30,25359.0,22941.932,27420.932,20880.0,KG,"            388.914,90",128598.52,"            107.189,91-","            367.506,29",EUR,,30,914.0310666666667,3_mmpp_123
16527,9,mmpp_123,2018-11-01,2018-11-30,180.0,0.0,0.0,180.0,KG,"              1.343,56",0.0,"                460,00-","              1.803,56",EUR,,30,0.0,9_mmpp_123
16528,2250,mmpp_123,2018-11-01,2018-11-30,24620.0,12444.614,9644.614,27420.0,KG,"            337.051,00",94291.82,"             44.271,16-","            287.030,34",EUR,,30,321.4871333333333,2250_mmpp_123
16529,2,mmpp_124,2018-11-01,2018-11-30,17180.0,8593.623,17693.623,8080.0,KG,"            339.266,56",33080.49,"             68.185,12-","            374.371,19",EUR,,30,589.7874333333333,2_mmpp_124
16530,3,mmpp_124,2018-11-01,2018-11-30,41212.29,28593.862,35358.262,34447.89,KG,"            575.110,17",154047.98,"            138.009,89-","            559.072,08",EUR,,30,1178.6087333333335,3_mmpp_124
16531,2250,mmpp_124,2018-11-01,2018-11-30,14520.0,10202.869,6062.869,18660.0,KG,"            258.470,62",80448.94,"             24.475,80-","            202.497,48",EUR,,30,202.09563333333332,2250_mmpp_124
16532,3,mmpp_125,2018-11-01,2018-11-30,54917.0,44060.0,47171.0,51806.0,KG,"          1.152.113,57",323841.0,"            181.683,45-","          1.009.956,02",EUR,,30,1572.3666666666666,3_mmpp_125
16533,3,mmpp_126,2018-11-01,2018-11-30,725.0,0.0,100.0,625.0,KG,0,28.53,"                157,59-",0,EUR,,30,3.3333333333333335,3_mmpp_126
16534,2,mmpp_127,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_127
16535,3,mmpp_127,2018-11-01,2018-11-30,17698.25,84261.5,40509.75,61450.0,KG,"             24.478,32",5385.59,"              1.270,23-","             20.362,96",EUR,,30,1350.325,3_mmpp_127
16536,3,mmpp_128,2018-11-01,2018-11-30,49700.0,52000.0,56000.0,45700.0,KG,"          2.862.719,87",1341497.75,"            936.638,07-","          2.457.860,19",EUR,,30,1866.6666666666667,3_mmpp_128
16537,3,mmpp_129,2018-11-01,2018-11-30,6655.0,0.0,0.0,6655.0,KG,0,29719.25,"             29.719,25-",0,EUR,,30,0.0,3_mmpp_129
16538,2,mmpp_130,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_130
16539,3,mmpp_130,2018-11-01,2018-11-30,1695.0,0.915,0.915,1695.0,KG,"              1.994,91",27.49,"                 27,49-","              1.994,91",EUR,,30,0.030500000000000003,3_mmpp_130
16540,2,mmpp_131,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_131
16541,3,mmpp_131,2018-11-01,2018-11-30,7293.0,0.0,0.0,7293.0,KG,0,13386.68,"             13.386,68-",0,EUR,,30,0.0,3_mmpp_131
16542,2250,mmpp_131,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_131
16543,3,mmpp_132,2018-11-01,2018-11-30,7935.0,58.704,1981.704,6012.0,KG,"             40.351,50",991.03,"             15.125,06-","             54.485,53",EUR,,30,66.0568,3_mmpp_132
16544,2,mmpp_133,2018-11-01,2018-11-30,3150.0,0.0,0.0,3150.0,KG,0,96.04,"                 96,04-",0,EUR,,30,0.0,2_mmpp_133
16545,3,mmpp_133,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_133
16546,2,mmpp_134,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_134
16547,3,mmpp_134,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_134
16548,2,mmpp_135,2018-11-01,2018-11-30,465.03,596.28,99.28,962.03,UN,"             22.642,42",18698.93,"              1.843,64-","              5.787,13",EUR,,30,3.3093333333333335,2_mmpp_135
16549,3,mmpp_135,2018-11-01,2018-11-30,2833.915,0.0,200.915,2633.0,UN,"             51.669,38",1123.22,"              4.379,36-","             54.925,52",EUR,,30,6.697166666666666,3_mmpp_135
16550,9,mmpp_135,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,9_mmpp_135
16551,2,mmpp_136,2018-11-01,2018-11-30,10.0,115.0,65.0,60.0,UN,"              5.313,87",4102.96,"              1.181,34-","              2.392,25",EUR,,30,2.1666666666666665,2_mmpp_136
16552,3,mmpp_136,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,3_mmpp_136
16553,2250,mmpp_136,2018-11-01,2018-11-30,1381.0,400.0,422.0,1359.0,UN,0,21784.7,"             13.584,52-",0,EUR,,30,14.066666666666666,2250_mmpp_136
16554,3,mmpp_137,2018-11-01,2018-11-30,753.0,52.052,138.052,667.0,UN,"              6.519,49",1437.99,"              2.863,48-","              7.944,98",EUR,,30,4.601733333333333,3_mmpp_137
16555,2,mmpp_138,2018-11-01,2018-11-30,800.0,0.0,40.0,760.0,UN,0,798.53,"              1.416,16-",0,EUR,,30,1.3333333333333333,2_mmpp_138
16556,3,mmpp_138,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,3_mmpp_138
16557,2250,mmpp_138,2018-11-01,2018-11-30,50.0,0.0,0.0,50.0,UN,0,32.1,"                 32,10-",0,EUR,,30,0.0,2250_mmpp_138
16558,2,mmpp_139,2018-11-01,2018-11-30,124362.0,1329878.403,1345856.403,108384.0,KG,0,1219588.75,"          1.442.617,51-",0,EUR,,30,44861.880099999995,2_mmpp_139
16559,3,mmpp_139,2018-11-01,2018-11-30,241038.616,1214757.0,1287602.786,168192.83,KG,0,1369732.22,"          2.014.314,47-",0,EUR,,30,42920.092866666666,3_mmpp_139
16560,2,mmpp_140,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_140
16561,3,mmpp_140,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,3_mmpp_140
16562,2,mmpp_141,2018-11-01,2018-11-30,960.0,0.0,0.0,960.0,UN,0,618.38,"                618,38-",0,EUR,,30,0.0,2_mmpp_141
16563,3,mmpp_141,2018-11-01,2018-11-30,200.0,0.0,0.0,200.0,UN,0,1486.0,"              1.486,00-",0,EUR,,30,0.0,3_mmpp_141
16564,2,mmpp_142,2018-11-01,2018-11-30,2.35,2.16,2.32,2.19,UN,"             22.908,97",21.34,"                 22,91-","             22.910,54",EUR,,30,0.07733333333333332,2_mmpp_142
16565,3,mmpp_142,2018-11-01,2018-11-30,861.359,468.0,479.359,850.0,UN,"             60.354,50",9225.79,"              4.750,80-","             55.879,51",EUR,,30,15.978633333333333,3_mmpp_142
16566,2,mmpp_143,2018-11-01,2018-11-30,98100.0,53480.0,110880.0,40700.0,KG,"             41.932,72",25817.8,"             53.577,68-","             69.692,60",EUR,,30,3696.0,2_mmpp_143
16567,9,mmpp_143,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,9_mmpp_143
16568,2,mmpp_144,2018-11-01,2018-11-30,14957.0,58577.451,52872.451,20662.0,KG,"             85.614,10",32301.73,"             21.975,31-","             75.287,68",EUR,,30,1762.4150333333334,2_mmpp_144
16569,3,mmpp_144,2018-11-01,2018-11-30,77966.0,208525.558,217038.046,69453.512,KG,"            360.827,15",119824.61,"             82.474,45-","            323.476,99",EUR,,30,7234.6015333333335,3_mmpp_144
16570,2,mmpp_145,2018-11-01,2018-11-30,18493.43,0.0,0.0,18493.43,UN,0,97.97,"                 97,97-",0,EUR,,30,0.0,2_mmpp_145
16571,3,mmpp_145,2018-11-01,2018-11-30,319.0,0.0,0.0,319.0,UN,0,2845.48,"              2.845,48-",0,EUR,,30,0.0,3_mmpp_145
16572,2,mmpp_146,2018-11-01,2018-11-30,3359.43,0.0,0.0,3359.43,UN,0,24.52,"                 24,52-",0,EUR,,30,0.0,2_mmpp_146
16573,3,mmpp_146,2018-11-01,2018-11-30,474.0,0.0,0.0,474.0,UN,0,2351.04,"              2.351,04-",0,EUR,,30,0.0,3_mmpp_146
16574,2,mmpp_147,2018-11-01,2018-11-30,28100.0,0.0,10600.0,17500.0,UN,"              1.092,50",140.5,"                935,50-","              1.887,50",EUR,,30,353.3333333333333,2_mmpp_147
16575,2,mmpp_148,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_148
16576,2,mmpp_149,2018-11-01,2018-11-30,890.0,4138.052,3186.052,1842.0,KG,"             13.550,28",10815.58,"              5.114,52-","              7.849,22",EUR,,30,106.20173333333334,2_mmpp_149
16577,3,mmpp_150,2018-11-01,2018-11-30,7200.0,0.0,2865.0,4335.0,KG,"              3.270,27",58.35,"              4.881,46-","              8.093,38",EUR,,30,95.5,3_mmpp_150
16578,3,mmpp_151,2018-11-01,2018-11-30,1532.0,3641.038,3673.038,1500.0,KG,"             24.427,57",10169.97,"              6.586,14-","             20.843,74",EUR,,30,122.4346,3_mmpp_151
16579,2,mmpp_152,2018-11-01,2018-11-30,9558.0,30118.357,24808.357,14868.0,KG,"            165.221,38",80979.99,"             48.744,44-","            132.985,83",EUR,,30,826.9452333333334,2_mmpp_152
16580,3,mmpp_152,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_152
16581,2250,mmpp_152,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,"                580,73",1747.71,"              1.029,93-",0,EUR,,30,0.0,2250_mmpp_152
16582,2250,mmpp_153,2018-11-01,2018-11-30,27357.0,212.746,18701.746,8868.0,KG,"            445.199,37",20887.45,"             86.321,90-","            510.633,82",EUR,,30,623.3915333333333,2250_mmpp_153
16583,2250,mmpp_154,2018-11-01,2018-11-30,16123.0,566.632,3755.632,12934.0,KG,"             38.547,33",2469.72,"              7.742,05-","             43.819,66",EUR,,30,125.18773333333334,2250_mmpp_154
16584,2,mmpp_155,2018-11-01,2018-11-30,8650.0,7089.506,5514.506,10225.0,KG,"            253.252,57",71614.48,"             32.640,82-","            214.278,91",EUR,,30,183.81686666666667,2_mmpp_155
16585,3,mmpp_155,2018-11-01,2018-11-30,7446.187,7210.494,4956.681,9700.0,KG,"            229.711,64",66386.17,"             26.342,12-","            189.667,59",EUR,,30,165.22269999999997,3_mmpp_155
16586,2250,mmpp_155,2018-11-01,2018-11-30,1948.3,11035.515,6752.915,6230.9,KG,"            503.094,16",120244.68,"             35.544,57-","            418.394,05",EUR,,30,225.09716666666665,2250_mmpp_155
16587,2250,mmpp_156,2018-11-01,2018-11-30,1734.5,1201.062,1136.762,1798.8,KG,"             48.416,98",21800.61,"             10.508,16-","             37.124,53",EUR,,30,37.892066666666665,2250_mmpp_156
16588,2250,mmpp_157,2018-11-01,2018-11-30,1110.55,0.489,372.969,738.07,KG,"            278.225,85",20951.44,"             80.885,06-","            338.159,47",EUR,,30,12.4323,2250_mmpp_157
16589,2250,mmpp_158,2018-11-01,2018-11-30,10647.0,909.255,909.255,10647.0,KG,0,3937.03,"              3.937,00-",0,EUR,,30,30.3085,2250_mmpp_158
16590,2250,mmpp_159,2018-11-01,2018-11-30,11070.0,4137.809,8852.809,6355.0,L,"            216.287,83",21405.12,"             22.635,32-","            217.518,03",EUR,,30,295.0936333333333,2250_mmpp_159
16591,2250,mmpp_160,2018-11-01,2018-11-30,1120.0,1105.373,830.373,1395.0,KG,"            271.274,64",73423.51,"             31.177,31-","            229.028,44",EUR,,30,27.679100000000002,2250_mmpp_160
16592,2,mmpp_161,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_161
16593,3,mmpp_161,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_161
16594,2250,mmpp_161,2018-11-01,2018-11-30,17740.0,9602.855,9562.855,17780.0,KG,"            155.206,66",30499.33,"             16.475,20-","            141.182,53",EUR,,30,318.7618333333333,2250_mmpp_161
16595,2250,mmpp_162,2018-11-01,2018-11-30,10768.0,0.0,780.0,9988.0,KG,"             14.101,31",107.68,"                283,18-","             14.276,81",EUR,,30,26.0,2250_mmpp_162
16596,2250,mmpp_163,2018-11-01,2018-11-30,8069.0,0.0,3221.0,4848.0,KG,"             21.273,71",474.96,"              2.312,76-","             23.111,51",EUR,,30,107.36666666666666,2250_mmpp_163
16597,2250,mmpp_164,2018-11-01,2018-11-30,4711.09,1.823,1149.243,3563.67,KG,"             34.080,98",8.62,"              5.275,31-","             39.347,67",EUR,,30,38.308099999999996,2250_mmpp_164
16598,2250,mmpp_165,2018-11-01,2018-11-30,2664.55,283.586,527.426,2420.71,KG,"            271.916,62",41363.63,"             74.973,18-","            305.526,17",EUR,,30,17.58086666666667,2250_mmpp_165
16599,2250,mmpp_166,2018-11-01,2018-11-30,13500.0,125790.03,75690.03,63600.0,KG,"          2.869.394,21",487408.42,"            142.091,77-","          2.524.077,56",EUR,,30,2523.0009999999997,2250_mmpp_166
16600,2250,mmpp_167,2018-11-01,2018-11-30,35200.0,214.5,4014.5,31400.0,KG,"            102.000,25",7063.33,"             16.935,75-","            111.872,67",EUR,,30,133.81666666666666,2250_mmpp_167
16601,2250,mmpp_168,2018-11-01,2018-11-30,22858.0,0.0,6058.0,16800.0,KG,"             21.416,65",20.52,"             10.316,40-","             31.712,53",EUR,,30,201.93333333333334,2250_mmpp_168
16602,2250,mmpp_169,2018-11-01,2018-11-30,3383.51,14.2,402.8,2994.91,KG,0,736.64,"              1.387,49-",0,EUR,,30,13.426666666666668,2250_mmpp_169
16603,2250,mmpp_170,2018-11-01,2018-11-30,4294.35,42.6,1207.8,3129.15,KG,"                768,17",1147.82,"              3.181,85-","              2.802,20",EUR,,30,40.26,2250_mmpp_170
16604,2250,mmpp_171,2018-11-01,2018-11-30,352.969,0.3,149.819,203.45,KG,"             13.014,12",61.31,"                314,59-","             13.267,40",EUR,,30,4.993966666666666,2250_mmpp_171
16605,2250,mmpp_172,2018-11-01,2018-11-30,5724.453,4978.2,1980.903,8721.75,MLT,"              2.461,08",1172.95,"                272,67-","              1.560,80",EUR,,30,66.0301,2250_mmpp_172
16606,2250,mmpp_173,2018-11-01,2018-11-30,19768.184,9642.3,2971.349,26439.135,MLT,"              1.144,13",1061.0,"                430,25-","                513,38",EUR,,30,99.04496666666667,2250_mmpp_173
16607,2,mmpp_174,2018-11-01,2018-11-30,5279.7,19.306,28.959,5270.047,KG,"             21.506,21",297.14,"                316,92-","             21.525,99",EUR,,30,0.9652999999999999,2_mmpp_174
16608,2250,mmpp_174,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_174
16609,2,mmpp_175,2018-11-01,2018-11-30,3.6,3.721,6.639,0.682,UN,"            243.404,74",31.71,"                 57,47-","            243.430,50",EUR,,30,0.2213,2_mmpp_175
16610,3,mmpp_175,2018-11-01,2018-11-30,2900.0,10180.313,9150.313,3930.0,UN,"            409.303,68",149737.59,"             98.492,72-","            358.058,81",EUR,,30,305.0104333333333,3_mmpp_175
16611,2250,mmpp_175,2018-11-01,2018-11-30,704.0,11147.0,9652.0,2199.0,UN,"            891.109,10",188536.73,"             82.569,11-","            785.141,48",EUR,,30,321.73333333333335,2250_mmpp_175
16612,2250,mmpp_176,2018-11-01,2018-11-30,2163.64,0.3,157.273,2006.667,KG,"              4.911,32",532.18,"                808,03-","              5.187,17",EUR,,30,5.2424333333333335,2250_mmpp_176
16613,2,mmpp_177,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_177
16614,3,mmpp_177,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,UN,"              9.256,00",0.0,0,"              9.256,00",EUR,,30,0.0,3_mmpp_177
16615,2250,mmpp_177,2018-11-01,2018-11-30,693.0,591.0,724.0,560.0,UN,"             21.597,28",10143.87,"              6.701,20-","             18.154,61",EUR,,30,24.133333333333333,2250_mmpp_177
16616,2,mmpp_178,2018-11-01,2018-11-30,6475.97,10785.356,11557.109,5704.217,UN,"            518.902,00",155092.82,"            111.084,77-","            474.893,95",EUR,,30,385.23696666666666,2_mmpp_178
16617,3,mmpp_178,2018-11-01,2018-11-30,5465.688,31139.092,31804.092,4800.688,UN,"          1.114.398,16",465544.97,"            348.422,36-","            997.275,55",EUR,,30,1060.1364,3_mmpp_178
16618,2,mmpp_179,2018-11-01,2018-11-30,1300.0,2160.42,840.42,2620.0,KG,"             80.406,70",17751.54,"              4.277,81-","             66.932,97",EUR,,30,28.014,2_mmpp_179
16619,3,mmpp_179,2018-11-01,2018-11-30,13060.0,4701.349,4541.349,13220.0,KG,"            139.188,72",36780.54,"             23.281,95-","            125.690,13",EUR,,30,151.3783,3_mmpp_179
16620,2,mmpp_180,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_180
16621,3,mmpp_180,2018-11-01,2018-11-30,600.0,0.0,0.0,600.0,KG,0,714.0,"                714,00-",0,EUR,,30,0.0,3_mmpp_180
16622,2250,mmpp_180,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,"              4.356,00",0.0,0,"              4.356,00",EUR,,30,0.0,2250_mmpp_180
16623,2,mmpp_181,2018-11-01,2018-11-30,11175.0,0.0,0.0,11175.0,KG,"              3.508,48",1810.23,"              1.810,23-","              3.508,48",EUR,,30,0.0,2_mmpp_181
16624,3,mmpp_181,2018-11-01,2018-11-30,1983.907,0.0,633.907,1350.0,KG,"             69.941,57",993.15,"              9.310,65-","             78.259,07",EUR,,30,21.130233333333333,3_mmpp_181
16625,2,mmpp_182,2018-11-01,2018-11-30,276.0,36373.0,28173.0,8476.0,KG,"          4.121.532,96",2283378.79,"          1.064.052,39-","          2.902.206,56",EUR,,30,939.1,2_mmpp_182
16626,2,mmpp_183,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_183
16627,3,mmpp_183,2018-11-01,2018-11-30,5600.0,6091.35,3691.35,8000.0,KG,"            120.120,00",115150.48,"             41.355,62-","             46.325,14",EUR,,30,123.045,3_mmpp_183
16628,2,mmpp_184,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_184
16629,3,mmpp_184,2018-11-01,2018-11-30,2770.375,25.125,755.5,2040.0,KG,"            127.658,60",2296.34,"             11.753,38-","            137.115,64",EUR,,30,25.183333333333334,3_mmpp_184
16630,3,mmpp_185,2018-11-01,2018-11-30,10725.0,0.0,0.0,10725.0,KG,0,6048.0,"              6.048,00-",0,EUR,,30,0.0,3_mmpp_185
16631,3,mmpp_186,2018-11-01,2018-11-30,26235.605,22624.855,7760.46,41100.0,KG,"            165.232,66",69081.8,"             11.640,69-","            107.791,55",EUR,,30,258.682,3_mmpp_186
16632,3,mmpp_187,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_187
16633,2,mmpp_188,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_188
16634,3,mmpp_188,2018-11-01,2018-11-30,11260.0,2916.428,4616.428,9560.0,KG,"            112.169,63",27698.52,"             43.764,45-","            128.235,56",EUR,,30,153.88093333333333,3_mmpp_188
16635,2250,mmpp_188,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,"                360,50",0.0,0,"                360,50",EUR,,30,0.0,2250_mmpp_188
16636,3,mmpp_189,2018-11-01,2018-11-30,800.0,10059.484,4959.484,5900.0,KG,0,53859.31,"             66.183,05-",0,EUR,,30,165.31613333333334,3_mmpp_189
16637,2,mmpp_190,2018-11-01,2018-11-30,8.0,0.0,0.0,8.0,KG,0,0.04,"                  0,04-",0,EUR,,30,0.0,2_mmpp_190
16638,3,mmpp_190,2018-11-01,2018-11-30,250.0,0.0,0.0,250.0,KG,"             20.941,53",74.3,"                 74,30-","             20.941,53",EUR,,30,0.0,3_mmpp_190
16639,2,mmpp_191,2018-11-01,2018-11-30,101603.256,2520.0,4520.0,99603.256,KG,0,2957.79,"              3.952,89-",0,EUR,,30,150.66666666666666,2_mmpp_191
16640,3,mmpp_191,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_191
16641,2,mmpp_192,2018-11-01,2018-11-30,2800.0,0.0,0.0,2800.0,KG,0,322.0,"                322,00-",0,EUR,,30,0.0,2_mmpp_192
16642,3,mmpp_193,2018-11-01,2018-11-30,70000.0,0.0,0.0,70000.0,KG,0,4532.5,"              4.532,50-",0,EUR,,30,0.0,3_mmpp_193
16643,2,mmpp_194,2018-11-01,2018-11-30,1325.0,0.0,0.0,1325.0,KG,"             21.627,25",1682.75,"              1.682,75-","             21.627,25",EUR,,30,0.0,2_mmpp_194
16644,3,mmpp_195,2018-11-01,2018-11-30,6666.0,7789.791,5950.791,8505.0,KG,"             79.547,70",79931.44,"             39.283,97-","             38.900,23",EUR,,30,198.3597,3_mmpp_195
16645,3,mmpp_196,2018-11-01,2018-11-30,1000.0,0.0,0.0,1000.0,KG,0,399.72,"                399,72-",0,EUR,,30,0.0,3_mmpp_196
16646,3,mmpp_197,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_197
16647,2,mmpp_198,2018-11-01,2018-11-30,4600.0,9627.46,8707.46,5520.0,KG,"             56.201,40",26538.16,"             15.613,96-","             45.277,20",EUR,,30,290.2486666666666,2_mmpp_198
16648,3,mmpp_199,2018-11-01,2018-11-30,28000.0,0.0,5000.0,23000.0,KG,0,129.54,"              8.356,41-",0,EUR,,30,166.66666666666666,3_mmpp_199
16649,2,mmpp_200,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_200
16650,2250,mmpp_200,2018-11-01,2018-11-30,15241.888,0.0,0.0,15241.888,KG,0,81292.78,"             81.292,78-",0,EUR,,30,0.0,2250_mmpp_200
16651,3,mmpp_201,2018-11-01,2018-11-30,5.222,0.0,0.0,5.222,M3,"              5.834,46",7223.82,"              7.223,82-","              5.834,46",EUR,,30,0.0,3_mmpp_201
16652,3,mmpp_202,2018-11-01,2018-11-30,6.7,0.0,0.0,6.7,M3,"             53.141,89",14288.94,"             14.288,94-","             53.141,89",EUR,,30,0.0,3_mmpp_202
16653,2250,mmpp_203,2018-11-01,2018-11-30,73600.0,0.0,0.0,73600.0,KG,0,29440.0,"             29.440,00-",0,EUR,,30,0.0,2250_mmpp_203
16654,2250,mmpp_204,2018-11-01,2018-11-30,3600.0,0.0,0.0,3600.0,KG,0,130.7,"                130,70-",0,EUR,,30,0.0,2250_mmpp_204
16655,2250,mmpp_205,2018-11-01,2018-11-30,7200.0,0.0,0.0,7200.0,KG,0,473.74,"                473,74-",0,EUR,,30,0.0,2250_mmpp_205
16656,2250,mmpp_206,2018-11-01,2018-11-30,3600.0,0.0,0.0,3600.0,KG,0,534.52,"                534,52-",0,EUR,,30,0.0,2250_mmpp_206
16657,2250,mmpp_207,2018-11-01,2018-11-30,2000.0,0.0,0.0,2000.0,KG,0,1472.72,"              1.472,72-",0,EUR,,30,0.0,2250_mmpp_207
16658,3,mmpp_208,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_208
16659,2,mmpp_209,2018-11-01,2018-11-30,1622.0,0.0,0.0,1622.0,KG,0,139.82,"                139,82-",0,EUR,,30,0.0,2_mmpp_209
16660,3,mmpp_209,2018-11-01,2018-11-30,19600.0,23859.556,12059.556,31400.0,KG,"            243.367,89",175552.11,"             52.724,42-","            120.540,20",EUR,,30,401.9852,3_mmpp_209
16661,2,mmpp_210,2018-11-01,2018-11-30,18.8,18.724,37.523,0.001,KG,0,4332.36,"              8.684,91-",0,EUR,,30,1.2507666666666668,2_mmpp_210
16662,3,mmpp_211,2018-11-01,2018-11-30,5675.0,1871.858,1871.858,5675.0,KG,"             85.775,28",11973.1,"             11.973,09-","             85.775,27",EUR,,30,62.395266666666664,3_mmpp_211
16663,2,mmpp_212,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_212
16664,3,mmpp_212,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_212
16665,2,mmpp_213,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_213
16666,3,mmpp_213,2018-11-01,2018-11-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_213
